timestamp,symbol,expiry_date,option_type,strike_price,open_interest,change_in_open_interest,p_change_in_open_interest,total_traded_volume,implied_volatility,last_price,change,p_change,total_buy_quantity,total_sell_quantity,bid_qty,bid_price,ask_qty,ask_price,underlying_value
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,25500,0,0,0.0,0,0.0,0.0,0.0,0.0,2275,3175,900,16049.25,900,16340.1,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,25500,3086,3086,0.0,21757,0.0,2.6,-663.1,-99.6094336788343,163425,4325,100,2.6,100,2.7,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,27000,0,0,0.0,0,0.0,0.0,0.0,0.0,3175,3175,900,14568.05,900,14840.25,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,27000,3871,3776,3974.7368421052633,27406,117.49,2.8,0.7999999999999998,39.99999999999999,124900,14250,100,2.6,1800,2.95,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,28500,0,0,0.0,0,0.0,0.0,0.0,0.0,3175,3150,900,13071.6,900,13340.35,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,28500,903,838,1289.2307692307693,5882,103.73,3.7,1.7000000000000002,85.00000000000001,72525,7200,900,2.6,900,3.65,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,30000,102,-12,-10.526315789473685,25,0.0,11700.0,-600.0,-4.878048780487805,2300,4050,25,11581.05,900,11842.7,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,30000,12363,10224,477.9803646563815,53508,89.64,2.65,0.5,23.25581395348837,266650,52600,200,2.35,250,2.65,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,31500,8,0,0.0,0,0.0,0.0,0.0,0.0,3175,4050,900,10100.85,500,10535.15,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,31500,2587,2410,1361.5819209039548,33974,0.0,2.35,-0.04999999999999982,-2.083333333333326,77300,20125,250,2.35,1650,2.5,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,32500,0,0,0.0,0,0.0,0.0,0.0,0.0,3175,4050,900,9099.65,900,9340.45,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,32500,1074,982,1067.391304347826,11414,0.0,2.65,-0.10000000000000009,-3.63636363636364,38950,3150,1800,2.45,100,3.2,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,33000,11,0,0.0,0,0.0,0.0,0.0,0.0,3300,3800,125,8645.65,650,8839.9,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,33000,3050,1103,56.6512583461736,25343,65.94,2.55,0.19999999999999973,8.51063829787233,66925,26600,2725,2.55,200,2.65,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,33500,43,0,0.0,0,0.0,0.0,0.0,0.0,3300,2975,125,8106.95,125,8330.0,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,33500,736,662,894.5945945945946,10120,62.31,2.6,-0.44999999999999973,-14.754098360655728,35225,3050,1650,2.6,300,2.7,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,34000,138,-9,-6.122448979591836,29,0.0,7800.0,-900.0,-10.344827586206897,3500,3225,325,7650.7,950,7840.15,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,34000,3228,2592,407.54716981132077,27247,0.0,2.85,-0.1499999999999999,-4.9999999999999964,79450,7800,900,2.8,25,2.85,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,34500,484,0,0.0,3,69.49,7250.0,-426.1999999999998,-5.55222636200203,3225,3350,25,7163.0,25,7335.15,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,34500,815,349,74.89270386266094,12165,55.92,3.35,-0.5,-12.987012987012985,25200,2600,1500,3.2,100,3.35,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,35000,1110,-19,-1.6829052258635961,56,65.94,6753.05,-716.5,-9.59227798194001,3425,4450,25,6716.15,25,6794.95,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,35000,4365,1068,32.39308462238399,33475,0.0,3.5,-0.1499999999999999,-4.109589041095888,75975,25075,625,3.4,650,3.5,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,35500,74,-1,-1.3333333333333333,3,76.2,6308.0,-522.0,-7.642752562225476,3300,4475,125,6117.65,300,6292.95,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,35500,5201,4138,389.27563499529634,22146,49.43,3.9,-0.8999999999999999,-18.75,37225,6850,250,3.35,100,4.65,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,35600,5,0,0.0,0,0.0,0.0,0.0,0.0,3900,3000,750,5863.95,750,6940.5,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,35600,3,0,0.0,0,0.0,0.0,0.0,0.0,12275,0,900,2.3,0,0.0,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,35700,0,0,0.0,0,0.0,0.0,0.0,0.0,3900,3000,750,5771.45,750,6632.3,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,35700,22,0,0.0,0,0.0,0.0,0.0,0.0,12900,0,900,2.3,0,0.0,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,35800,0,0,0.0,0,0.0,0.0,0.0,0.0,3025,3000,750,5674.35,1250,7697.7,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,35800,93,0,0.0,83,45.63,3.05,-5.95,-66.11111111111111,15725,0,900,2.3,0,0.0,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,35900,0,0,0.0,0,0.0,0.0,0.0,0.0,3900,2250,750,5576.3,500,7570.7,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,35900,104,0,0.0,96,44.88,3.05,-6.000000000000001,-66.29834254143647,16250,0,150,3.05,0,0.0,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,36000,430,-11,-2.494331065759637,63,84.72,5900.0,-576.0,-8.894379246448425,3575,4250,200,5673.4,325,5821.95,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,36000,8496,2497,41.623603933988996,40953,45.52,4.0,-0.9500000000000002,-19.191919191919197,169250,22850,1050,4.0,1775,4.1,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,36100,0,0,0.0,0,0.0,0.0,0.0,0.0,3900,2250,750,5390.2,500,7379.1,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,36100,31,0,0.0,0,0.0,0.0,0.0,0.0,13450,0,750,3.05,0,0.0,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,CE,36200,0,0,0.0,0,0.0,0.0,0.0,0.0,3900,2250,750,5294.25,500,7186.55,41663.45
2022-12-23 10:06:30.513851,BANKNIFTY,29-Dec-2022,PE,36200,14,0,0.0,1,0.0,3.05,-5.8999999999999995,-65.92178770949721,19350,0,1000,3.05,0,0.0,41663.45
